Temperature,Moisture,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Humidity,Soil,NPK_Sum,PH_Stress,Rain_Temp_Balance,Crop,Fertilizer,Remark
24.16339613,0.808636987,228.8844379,7.874057057,74.18316254,49.94836466,79.06910834,1.747827745,84.41206356762358,Peaty Soil,203.20063554,0.8740570569999999,9.472362107900434,rice,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
23.64303131,0.779565324,218.9697034,7.246472618,69.4689771,119.8959652,144.4530026,1.059955926,88.37608947661072,Loamy Soil,333.8179449,0.2464726180000003,9.261490226398553,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
20.05008148,0.676496766,220.5570723,5.500452078,74.97759204,57.56992553,50.88245614,1.959887833,84.0444841592168,Peaty Soil,183.42997371,0.9995479219999996,11.00030802967091,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
20.63079426,0.791648938,194.3301477,6.87972655,69.76745857,124.4223494,147.7244097,2.140871278,86.27160794898137,Loamy Soil,341.91421766999997,0.0,9.419421533216337,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
23.03183991,0.901894194,175.775862,7.379071295,35.52771842,91.64991865,103.8345464,1.368341067,91.61485823377856,Loamy Soil,231.01218347,0.37907129500000014,7.631863658607724,rice,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
22.90459808,0.772051679,299.5021554,6.152159132,78.15788162,50.63438295,159.5640307,1.194017053,90.4587080138658,Peaty Soil,288.35629527,0.3478408679999996,13.07607120430205,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
26.05365429,0.857941386,269.2418655,5.976674827,80.55537827,57.303556,81.83335127,0.78617154,86.740363222531,Acidic Soil,219.69228554,0.5233251729999999,10.334130579269308,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
19.26298597,0.76354118,274.1967289,6.67274393,73.6586746,78.98174473,111.5487021,0.845848141,82.34284334397246,Loamy Soil,264.18912143,0.0,14.234383460956234,rice,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
20.40361262,0.845025942,232.2567903,7.573503843,71.24128156,74.07763913,94.6855234,2.183892556,90.8781475227678,Peaty Soil,240.00444409,0.5735038430000001,11.38312095145041,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
26.03961259,0.874311391,263.3513228,5.973094552,79.94100656,57.09595097,63.45739417,1.272333517,90.57638232659444,Peaty Soil,200.49435169999998,0.5269054479999999,10.113488512541652,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
20.28568522,0.665181154,277.029502,7.007753639,80.21743755,141.2061063,137.279138,0.885679641,88.86381532234284,Loamy Soil,358.70268185,0.007753638999999701,13.656403468534151,rice,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
21.24983957,0.743850787,191.2824737,6.989162384,68.26590661,153.5704484,152.442148,2.091261096,85.80050436488742,Loamy Soil,374.27850301,0.0,9.001596132991418,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
19.5193546,0.8597407,268.3484504,5.927365111,72.53686695,50.3789362,66.54373653,1.751656355,86.88888760373843,Peaty Soil,189.45953968,0.5726348889999997,13.74781369052028,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
23.51172745,0.926615607,194.7965058,6.642999387,70.84642149,122.2543494,139.1804434,2.109801555,89.17600712440246,Loamy Soil,332.28121429,0.0,8.285078423703828,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
26.85548831,0.735172338,226.2750979,6.793279131,75.72362818,158.3106468,144.8063616,0.926670744,93.41312518585256,Loamy Soil,378.84063658,0.0,8.425655690488542,rice,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
24.39511834,0.831320634,269.3192987,5.300017503,77.19245024,37.97407436,159.5640307,2.324111267,76.22340966654296,Peaty Soil,274.7305553,1.1999824969999997,11.039884904284502,rice,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
22.27394399,0.695640511,262.5344497,6.465937566,78.38117347,60.13842735,94.05921112,3.241983684,76.8809886407854,Peaty Soil,232.57881193999998,0.034062433999999975,11.786617126175146,rice,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
27.23193792,0.744019924,195.7418633,6.770412446,71.47928875,152.8163198,143.9421517,1.649282811,84.4338320196318,Loamy Soil,368.23776025,0.0,7.187952024385344,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
25.52694333,0.84236956,312.8210245,6.785582263,82.87921825,82.30798506,137.7631186,1.11658773,77.99119102632673,Loamy Soil,302.95032190999996,0.0,12.25454299231995,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
19.70107452,0.810935069,175.6282523,7.094862552,71.11864082,118.3263782,115.5364945,1.678617919,87.21676493445591,Loamy Soil,304.98151352,0.09486255200000038,8.914653468353057,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
25.57376827,0.896791356,267.3431469,6.995289487,82.09759446,150.0835938,138.3822964,1.543809753,88.13673264666073,Loamy Soil,370.56348466,0.0,10.453803447246143,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
21.12846688,0.737375173,280.6537276,6.873229391,77.79489618,151.4419237,137.9796145,1.994651344,93.41191143954572,Loamy Soil,367.21643438,0.0,13.28320361311516,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
28.62633993,0.796271018,293.0827331,7.490576533,85.33357778,69.83112062,69.13155093,1.298000652,87.99087229854999,Peaty Soil,224.29624933,0.4905765329999996,10.238218850774333,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
24.76970906,0.694309594,306.0816006,5.021646357,69.69177575,46.46698832,60.7260022,1.238740472,88.98524590209946,Peaty Soil,176.88476627,1.4783536430000002,12.357093087309762,rice,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
28.35108806,0.939401705,214.8334222,6.054365666,72.18893541,79.11666976,67.80666146,2.201564851,75.2757237500738,Peaty Soil,219.11226662999997,0.4456343340000002,7.5776076651923745,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
21.86598023,0.82909515,204.7781507,7.463554597,71.20464463,79.60123422,93.86199626,2.03131888,94.67259241934087,Peaty Soil,244.66787511,0.4635545969999999,9.365148442741457,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
27.85849127,0.820360861,201.0205265,3.908612908,35.52771842,39.25697981,50.18752265,2.283016614,89.91200279424498,Peaty Soil,124.97222088000001,2.591387092,7.21577218779515,rice,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
23.01596221,0.789997366,193.665982,5.772202196,74.51200178,51.77721148,67.1822315,1.57544407,86.26238213885229,Peaty Soil,193.47144476,0.7277978039999997,8.414420402369961,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
25.60471868,0.907730519,222.327876,6.133922124,78.32411351,70.42190935,86.38538966,0.991671697,88.5799118469514,Acidic Soil,235.13141252000003,0.3660778760000003,8.683082160698046,rice,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
26.02396836,0.921186115,228.0731423,5.200006126,75.25435863,36.05711225,69.40660961,2.254797524,80.09461404227888,Peaty Soil,180.71808049,1.299993874,8.763964786037727,rice,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
24.10841657,0.723924287,225.4881231,6.753936977,73.66761391,83.50161097,85.4681021,1.025208586,77.75544793004553,Acidic Soil,242.63732698,0.0,9.35308722766109,rice,General Purpose Fertilizer,Suitable for general use across various soil and crop types. Prefer this when no specific deficiency is detected.
25.10155973,0.726402497,249.8864421,4.95682218,78.73087438,38.65922814,57.36156198,1.035689469,80.71939515018944,Acidic Soil,174.7516645,1.5431778200000004,9.955016532353147,rice,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
26.03237083,0.74153318,176.9416189,6.115012058,72.91832683,63.55498743,61.74036078,2.09977612,84.59262549083287,Peaty Soil,198.21367504,0.3849879420000004,6.796984418187931,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
25.30575575,0.784366362,208.5278917,5.640192818,75.5019106,53.90556321,56.77538083,0.883058101,79.5858328337877,Acidic Soil,186.18285464000002,0.859807182,8.24033448200811,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
21.82344026,0.88838795,207.3115402,6.56025867,70.87253223,67.03509894,99.06223463,1.825822881,82.60534946704301,Peaty Soil,236.9698658,0.0,9.499489435677084,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
24.43834397,0.680926341,285.1857316,7.052701026,84.75106179,135.6995437,150.7602273,2.102542266,81.71503052893395,Loamy Soil,371.21083279,0.05270102600000026,11.669601342467724,rice,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
21.0542625,0.727610656,244.3784441,7.108017049,79.93967849,85.93880187,113.1005319,1.039095245,89.15293970691182,Loamy Soil,278.97901226,0.10801704899999987,11.607076909010704,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
27.12488293,0.701854902,228.4231868,5.983082855,76.22054645,60.77980096,74.87080137,1.334452714,83.4171653209979,Peaty Soil,211.87114878,0.5169171449999999,8.421167655892996,rice,Lime,"Neutralizes acidic soil and improves pH balance. Prefer this to correct low soil pH, improving nutrient availability."
26.18155787,0.737818645,240.4468768,7.336402297,80.64002878,91.56809887,100.0006404,1.243502094,85.21549534786391,Peaty Soil,272.20876805,0.33640229700000024,9.183826187650766,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
23.55674159,0.858550263,281.1266361,6.025473893,75.40753489,58.33054487,70.42522764,1.261538956,89.23788260621666,Peaty Soil,204.1633074,0.474526107,11.934020459745595,rice,Organic Fertilizer,"Enhances fertility naturally, ideal for peaty soils. Prefer this to improve soil fertility while maintaining organic farming practices."
21.46220174,0.741810499,223.9720572,6.480742029,66.9215334,88.66493423,100.8450277,1.539825944,90.09772086764346,Loamy Soil,256.43149533,0.01925797100000004,10.435651472913607,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
23.95341145,0.769097694,280.5599529,6.611215274,35.52771842,74.15173031,114.207173,1.58981557,89.37239487194431,Loamy Soil,223.88662173,0.0,11.712734676045486,rice,Urea,"Provides high nitrogen, ideal for rapid leafy growth. Prefer this for nitrogen-deficient soils as it supports vegetative growth."
23.95212609,0.792236589,186.5433777,7.308980647,74.00130947,131.784194,147.8995073,1.27170114,94.52566346882084,Loamy Soil,353.68501077,0.3089806470000003,7.788176172714863,rice,Balanced NPK Fertilizer,"Provides a balanced mix of nitrogen, phosphorus, and potassium for loamy soils. Prefer this for general-purpose fertilization in well-structured soils."
24.11678814,0.784952638,194.3944954,5.283930931,70.74658541,47.06712876,54.83083978,1.516280226,90.09782698866836,Peaty Soil,172.64455395,1.2160690689999996,8.060546631314397,rice,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
4.011486444,0.549390457,71.6773655,7.037524604,60.47601453,150.0899402,143.0770165,0.426201977,41.72820256539976,Neutral Soil,353.64297123,0.037524603999999684,17.868031339656696,wheat,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
24.29213675,0.419623961,104.3548685,6.23715649,57.99384867,60.90799855,52.90462013,1.816563346,54.72981144017432,Acidic Soil,171.80646735,0.2628435099999997,4.295829122565761,wheat,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
22.2777865,0.493737236,105.4834095,6.784491024,57.09062718,114.9975066,97.05021204,2.268553135,32.36010286033774,Neutral Soil,269.13834582,0.0,4.734914283337798,wheat,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
28.96083137,0.422391584,99.61262918,6.706548834,54.81966512,74.8680703,73.71408506,1.677012432,34.71633808889521,Neutral Soil,203.40182048,0.0,3.4395638684318612,wheat,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
27.98248307,0.43892045,83.61562914,6.848887538,56.0932722,140.4914454,131.5856127,1.540144412,44.74649205047764,Neutral Soil,328.17033030000005,0.0,2.9881418647097924,wheat,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
31.38889914,0.227436131,168.0241204,6.612058377,63.87507611,88.7088158,96.62714434,3.241983684,39.60173207047926,Neutral Soil,249.21103625,0.0,5.352979078704956,wheat,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
32.48684907,0.42949924,87.78056613,6.295652104,59.12956182,43.54395518,65.25710505,1.835545022,53.58034484721398,Acidic Soil,167.93062205,0.2043478959999998,2.702033858096168,wheat,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
26.95073391,0.394934587,107.1212379,6.622068107,63.33403531,58.38663579,73.29283447,0.857376678,51.88855889221482,Acidic Soil,195.01350557,0.0,3.974705781954715,wheat,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
32.43703701,0.306216062,132.7615646,6.551901249,66.88088908,61.22547532,72.99084961,0.774540627,39.10491674457972,Acidic Soil,201.09721401000002,0.0,4.09290048776869,wheat,Compost,Enhances organic matter and improves soil structure. Prefer this for low-carbon soils to boost soil health naturally.
30.10795385,0.496548156,159.9961964,6.438045167,60.0354755,49.3532746,74.05132943,1.346557474,43.616167843982616,Acidic Soil,183.44007953,0.06195483299999971,5.314084019030738,wheat,DAP,"Rich in phosphorus, essential for root development. Prefer this for phosphorus-deficient soils to improve plant establishment."
33.01417032,0.434573399,104.5256915,6.177378958,64.41959057,51.1131803,68.33069034,1.838058517,36.02892810309891,Acidic Soil,183.86346121000003,0.32262104199999975,3.1660856682707026,wheat,Water Retaining Fertilizer,Improves water retention in dry soils. Prefer this for soils with low moisture to prevent water stress in plants.
